,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,FREQ,unit,indic,s_adj,geo,Frequency,Unit of measure,Indicator,Seasonal adjustment,Geopolitical entity (reporting),nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2)
280,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-05,2008-05-01,-10.3,-10.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
281,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-06,2008-06-01,-12.3,-12.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
282,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-07,2008-07-01,-15.8,-15.8,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
283,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-08,2008-08-01,-16.7,-16.7,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
284,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-09,2008-09-01,-15.0,-15.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
285,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-10,2008-10-01,-18.0,-18.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
286,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-11,2008-11-01,-17.6,-17.6,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
287,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2008-12,2008-12-01,-21.0,-21.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
288,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-01,2009-01-01,-20.6,-20.6,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
289,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-02,2009-02-01,-20.8,-20.8,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
290,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-03,2009-03-01,-22.4,-22.4,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
291,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-04,2009-04-01,-20.6,-20.6,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
292,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-05,2009-05-01,-19.7,-19.7,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
293,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-06,2009-06-01,-18.3,-18.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
294,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-07,2009-07-01,-15.3,-15.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
295,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-08,2009-08-01,-12.2,-12.2,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
296,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-09,2009-09-01,-10.0,-10.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
297,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-10,2009-10-01,-8.6,-8.6,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
298,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-11,2009-11-01,-10.9,-10.9,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
299,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2009-12,2009-12-01,-9.2,-9.2,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
300,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-01,2010-01-01,-11.5,-11.5,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
301,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-02,2010-02-01,-11.5,-11.5,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
302,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-03,2010-03-01,-9.5,-9.5,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
303,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-04,2010-04-01,-5.5,-5.5,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
304,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-05,2010-05-01,-9.9,-9.9,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
305,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-06,2010-06-01,-9.0,-9.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
306,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-07,2010-07-01,-3.7,-3.7,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
307,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-08,2010-08-01,-1.4,-1.4,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
308,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-09,2010-09-01,0.3,0.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
309,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-10,2010-10-01,0.0,0.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
310,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-11,2010-11-01,2.2,2.2,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
311,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2010-12,2010-12-01,1.3,1.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
312,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-01,2011-01-01,0.9,0.9,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
313,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-02,2011-02-01,1.3,1.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
314,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-03,2011-03-01,0.0,0.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
315,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-04,2011-04-01,-0.7,-0.7,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
316,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-05,2011-05-01,-1.3,-1.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
317,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-06,2011-06-01,0.2,0.2,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
318,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-07,2011-07-01,-0.1,-0.1,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
319,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-08,2011-08-01,-4.4,-4.4,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
320,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-09,2011-09-01,-3.9,-3.9,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
321,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-10,2011-10-01,-6.3,-6.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
322,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-11,2011-11-01,-6.2,-6.2,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
323,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2011-12,2011-12-01,-4.4,-4.4,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
324,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-01,2012-01-01,-4.1,-4.1,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
325,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-02,2012-02-01,-4.5,-4.5,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
326,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-03,2012-03-01,-4.6,-4.6,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
327,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-04,2012-04-01,-4.0,-4.0,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
328,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-05,2012-05-01,-4.3,-4.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
329,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-06,2012-06-01,-3.9,-3.9,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
330,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-07,2012-07-01,-5.5,-5.5,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
331,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-08,2012-08-01,-6.8,-6.8,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
332,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-09,2012-09-01,-7.9,-7.9,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
333,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-10,2012-10-01,-7.7,-7.7,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
334,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-11,2012-11-01,-6.9,-6.9,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
335,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2012-12,2012-12-01,-7.3,-7.3,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
336,monthly,Eurostat,ei_bsco_m,Consumers - monthly data,M.BAL.BS-CSMCI.NSA.DE,Monthly – Balance – Consumer confidence indicator – Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data) – Germany (until 1990 former territory of the FRG),2013-01,2013-01-01,-5.6,-5.6,M,BAL,BS-CSMCI,NSA,DE,Monthly,Balance,Consumer confidence indicator,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Germany (until 1990 former territory of the FRG),,
